iter	RMSE
348	0.02935333768
349	0.02930921315
350	0.02928263511
351	0.02925922954
352	0.02922655747
353	0.02920749825
354	0.02916902427
355	0.02914479628
356	0.02912255187
357	0.02909962118
358	0.02908209494
359	0.02903685639
360	0.02899848996
361	0.02897703243
362	0.02894171625
363	0.02889636532
364	0.02886725717
365	0.02883086169
366	0.02878181789
367	0.02876682704
368	0.02872345414
369	0.0286864065
370	0.02864462193
371	0.02862186286
372	0.0285996617
373	0.02857646595
374	0.02854038447
375	0.02851045903
376	0.02849308638
377	0.02845529845
378	0.0284287869
379	0.02840780968
380	0.02838018721
381	0.02836602548
382	0.02835123898
383	0.0283169116
384	0.02828173121
385	0.02824515124
386	0.02822749894
387	0.02820527527
388	0.02818373471
389	0.02816379468
390	0.02813541171
391	0.02811640651
392	0.02809795851
393	0.02807278466
394	0.02804804219
395	0.02803299973
396	0.02799138383
397	0.02797910831
398	0.02796215199
399	0.02793401042
400	0.02791036324
401	0.02788625238
402	0.02786438387
403	0.02784477166
404	0.02782018096
405	0.02780378005
406	0.0277715422
407	0.02775290748
408	0.02774072051
409	0.02770636284
410	0.02769311024
411	0.02766706512
412	0.02764595736
413	0.02761909042
414	0.02760904751
415	0.02759532413
416	0.02757614421
417	0.02755678492
418	0.02754147857
419	0.02752157423
420	0.02749313445
421	0.02747223668
422	0.0274431135
423	0.02742079242
424	0.02739713911
425	0.0273614784
426	0.02734619476
427	0.02733456139
428	0.02732109114
429	0.02729769732
430	0.02728206314
431	0.02726609662
432	0.02724549679
433	0.02723143525
434	0.02722113602
435	0.02719852748
436	0.02718303526
437	0.02714925795
438	0.027124777
439	0.02709452008
440	0.02707752038
441	0.02705048332
442	0.02703626711
443	0.0270240025
444	0.02701148476
445	0.02698803573
446	0.02694830422
447	0.02691887496
448	0.02690158059
449	0.02688378944
450	0.02686338046
451	0.0268315301
452	0.02681258743
453	0.02679668525
454	0.0267721999
455	0.02674125753
456	0.02672103521
457	0.02671136866
458	0.02668895089
459	0.02666466147
460	0.02664913247
461	0.02663747477
462	0.02662639434
463	0.02659703439
464	0.02658283911
465	0.02656961378
466	0.02654578324
467	0.02653105514
468	0.02651384106
469	0.02648823254
470	0.02647665025
471	0.02645839298
472	0.02643263327
473	0.02641822938
474	0.02641104342
475	0.0263975627
476	0.02636792322
477	0.02633448676
478	0.02631099846
479	0.0262945438
480	0.02627778498
481	0.02625981187
482	0.02624394657
483	0.02623397213
484	0.02622817692
485	0.02621085366
486	0.02619097762
487	0.02616774416
488	0.02614989673
489	0.02612161156
490	0.02610748054
491	0.02609081894
492	0.02607282274
493	0.02605881341
494	0.0260455077
495	0.02603357807
496	0.02602190135
497	0.02600172194
498	0.02597669617
499	0.02596402274
500	0.02593950388
501	0.02591885014
502	0.02590805727
503	0.02588349213
504	0.02586240648
505	0.02584603755
506	0.02582469323
507	0.02581515332
508	0.02579404622
509	0.02577270238
510	0.02576172285
511	0.02575078021
512	0.0257302424
513	0.02571809292
514	0.02570391954
515	0.02569636458
516	0.02568468773
517	0.02566218548
518	0.02564002775
519	0.02561083778
520	0.02560086059
521	0.02558772066
522	0.02557656021
523	0.02556169736
524	0.02553558073
525	0.02551248725
526	0.02550081049
527	0.025485138
528	0.02547066149
529	0.02545183145
530	0.025428427
531	0.02541587561
532	0.02540359603
533	0.02538600664
534	0.02536779863
535	0.0253551416
536	0.02534801125
537	0.02533630177
538	0.02532767861
539	0.02530570881
540	0.02529579142
541	0.02527098854
542	0.02526316482
543	0.02524967109
544	0.02524155794
545	0.0252262592
546	0.02521720498
547	0.02520608244
548	0.0251921798
549	0.0251780791
550	0.02515733428
551	0.02515123713
552	0.02514304826
553	0.02513921144
554	0.02512171698
555	0.02510341422
556	0.02508054355
557	0.02506372142
558	0.02504519567
559	0.02502924892
560	0.02501733395
561	0.02500975867
562	0.02500253841
563	0.02498262028
564	0.02495977252
565	0.02495184617
566	0.02494425101
567	0.02493307963
568	0.02491102588
569	0.02490621547
570	0.02489593997
571	0.02487857127
572	0.02485703529
573	0.02483925814
574	0.02483117731
575	0.02481419959
576	0.0247869338
577	0.02476598266
578	0.02475964595
579	0.02474147293
580	0.02473010598
581	0.02471262041
582	0.02470398191
583	0.02469951104
584	0.02468649491
585	0.02467817138
586	0.02466305025
587	0.02465011167
588	0.02463875271
589	0.02462254843
590	0.02460619762
591	0.02459959876
592	0.02459580076
593	0.0245804553
594	0.02457016649
595	0.02455991511
596	0.02454149451
597	0.02453225385
598	0.02451328719
599	0.02449046843
600	0.02447719874
601	0.02446342836
602	0.02444389796
603	0.02442906526
604	0.02441691831
605	0.02440863855
606	0.0243850395
607	0.0243753454
608	0.02436702474
609	0.0243590032
610	0.02435071196
611	0.02434429193
612	0.02432712021
613	0.02430250352
614	0.02429456831
615	0.02428903233
616	0.02427613991
617	0.02426687793
618	0.02425324638
619	0.02423788583
620	0.02423025714
621	0.02421663729
622	0.02421106735
623	0.02419672253
624	0.02418273502
625	0.02416742531
626	0.02414813471
627	0.02414141751
628	0.02412992621
629	0.02411195216
630	0.02409562011
631	0.02408172328
632	0.02406748275
633	0.02405189803
634	0.02404428287
635	0.02402960565
636	0.02402597988
637	0.02401951503
638	0.02399172911
639	0.02398717584
640	0.02397990159
641	0.0239597191
642	0.0239455341
643	0.02393172407
644	0.02391786648
645	0.02389959812
646	0.02389023397
647	0.02388611418
648	0.0238722251
649	0.02386181403
650	0.02385254048
651	0.02383915466
652	0.0238311103
653	0.02382207288
654	0.02380135591
655	0.02379389105
656	0.02378197395
657	0.02376969011
658	0.02375276092
659	0.02374444577
660	0.0237369026
661	0.02371907155
662	0.02371117928
663	0.02370285292
664	0.02369357695
665	0.02368573921
666	0.02367510581
667	0.023665
668	0.02366093329
669	0.02364690798
670	0.02363791914
671	0.0236291875
672	0.02361302955
673	0.02359428231
674	0.02357406228
675	0.02356475814
676	0.02354742432
677	0.02354089507
678	0.02353389764
679	0.02351919471
680	0.0235140306
681	0.0235084618
682	0.02349936742
683	0.0234908352
684	0.02347129537
685	0.02346313694
686	0.02345174458
687	0.02343260283
688	0.02342083138
689	0.02340915938
690	0.02339355271
691	0.02338533168
692	0.02337050423
693	0.02336479339
694	0.0233497391
695	0.02332801237
696	0.02332046747
697	0.02330763555
698	0.02329928815
699	0.02329379739
700	0.02328264681
701	0.02327742528
702	0.02326772184
703	0.02325628288
704	0.02323854578
705	0.02322579191
706	0.02322011155
707	0.02320450684
708	0.02319717242
709	0.02318075143
710	0.02316949663
711	0.02315086275
712	0.0231437185
713	0.0231335973
714	0.02312925214
715	0.02311466634
716	0.02309701503
717	0.02309255709
718	0.02308234585
719	0.02306941267
720	0.02306380484
721	0.02305564786
722	0.02304286498
723	0.02303131936
724	0.02302105516
725	0.0230067884
726	0.02300151399
727	0.02299659788
728	0.02298334859
729	0.02297056107
730	0.02296464355
731	0.02295202098
732	0.02293689034
733	0.02292938203
734	0.02292267889
735	0.02290830605
736	0.02289826006
737	0.0228851896
738	0.02287860657
739	0.02286607537
740	0.02286102792
741	0.02284574028
742	0.02284320303
743	0.02283501989
744	0.02282771982
745	0.02281558063
746	0.02280931633
747	0.02279453802
748	0.02278812466
749	0.02277586575
750	0.02276363663
751	0.02275127395
752	0.02273578997
753	0.0227222973
754	0.02271301451
755	0.02270848638
756	0.02269487229
757	0.02268934333
758	0.0226827631
759	0.02267371486
760	0.02266705675
761	0.02266209621
762	0.02265249521
763	0.02264060883
764	0.02263319495
765	0.02262517141
766	0.02261279326
767	0.02260767273
768	0.02259986531
769	0.02259082668
770	0.02258285504
771	0.02257276288
772	0.0225619773
773	0.02255723293
774	0.02254285483
775	0.02253398781
776	0.02252335457
777	0.0225163032
778	0.02250689682
779	0.02249440626
780	0.02248177105
781	0.02246867099
782	0.02246224021
783	0.02245219163
784	0.02244540711
785	0.02243650824
786	0.02242665895
787	0.02241234126
788	0.02240264971
789	0.0223915755
790	0.02238242153
791	0.02237915643
792	0.02236986619
793	0.02236290604
794	0.02235291744
795	0.02234556579
796	0.02233541276
797	0.02232711066
798	0.02232009052
799	0.02231745914
800	0.02230827729
801	0.0222996244
802	0.02228739192
803	0.02227719966
804	0.02227534884
805	0.02226190508
806	0.02225198828
807	0.02224150249
808	0.02223432777
809	0.02222829134
810	0.02221922461
811	0.02220552804
812	0.02219616149
813	0.02218491054
814	0.02217935067
815	0.02217232893
816	0.02216186029
817	0.02215040102
818	0.02214037433
819	0.02213252096
820	0.02212882249
821	0.02212183339
822	0.02211865787
823	0.02211426611
824	0.02210768733
825	0.02209375028
826	0.02208958819
827	0.02208660346
828	0.02208002766
829	0.02206884223
830	0.02206553301
831	0.02206305875
832	0.02205689468
833	0.02204661359
834	0.02203626702
835	0.02202448557
836	0.02201660561
837	0.02200540053
838	0.02199634801
839	0.02199003056
840	0.0219817414
841	0.02197242725
842	0.02196901146
843	0.02196375639
844	0.02195824303
845	0.02195106503
846	0.02194118511
847	0.02193554334
848	0.02192167786
849	0.02191535115
850	0.02190972593
851	0.02190081903
852	0.02189115184
853	0.0218774786
854	0.02187253034
855	0.02185817323
856	0.02185201662
857	0.02184867169
858	0.02184310605
859	0.02183802844
860	0.02183317101
861	0.02182229925
862	0.02181769905
863	0.02181242452
864	0.02180189486
865	0.02179461806
866	0.02179104148
867	0.02178370719
868	0.02178047993
869	0.02177458365
870	0.02176471606
871	0.02175400128
872	0.02174546579
873	0.02173633335
874	0.02172829384
875	0.02171950146
876	0.02171854343
877	0.02170725351
878	0.02169600587
879	0.02168825456
880	0.02168177169
881	0.02167037965
882	0.02166134985
883	0.02165460183
884	0.02164765512
885	0.02163951613
886	0.02163488706
887	0.02163245667
888	0.02162603539
889	0.0216185244
890	0.02161417738
891	0.02160897724
892	0.02160411681
893	0.02159642414
894	0.02158962526
895	0.02158608606
896	0.0215739684
897	0.02156593043
898	0.02156156382
899	0.02155291125
900	0.02154547531
901	0.02154034176
902	0.02153353394
903	0.02152662141
904	0.02152170871
905	0.02151603406
906	0.02151001032
907	0.02150584751
908	0.02149793721
909	0.02148847461
910	0.02148034827
911	0.02147257372
912	0.02146491867
913	0.02145879242
914	0.02145428107
915	0.02144907126
916	0.02144045852
917	0.02143491081
918	0.02142837428
919	0.02142237305
920	0.02141509685
921	0.02141020692
922	0.02139793759
923	0.02139188619
924	0.02138026286
925	0.02137487947
926	0.02136402825
927	0.02135706436
928	0.02134611895
929	0.02133961691
930	0.02133488258
931	0.02132800416
932	0.02132378638
933	0.02131498038
934	0.0213105163
935	0.02130435338
936	0.0212949631
937	0.02129077503
938	0.02128800796
939	0.02128331427
940	0.02127685727
941	0.02126592565
942	0.02125746614
943	0.02125434
944	0.02125051108
945	0.0212456384
946	0.02124014763
947	0.02123617031
948	0.02123270625
949	0.02122632379
950	0.02122225206
951	0.02121565087
952	0.02120942006
953	0.02120318981
954	0.021199821
955	0.02119209898
956	0.02118738075
957	0.02118379998
958	0.02117473958
959	0.0211703979
960	0.02116510976
961	0.0211565375
962	0.02114972815
963	0.02114482939
964	0.02113533574
965	0.02113047846
966	0.02112117168
967	0.02111281605
968	0.02110668404
969	0.02109875435
970	0.02109338928
971	0.02108348639
972	0.02108078942
973	0.0210742189
974	0.02106695772
975	0.02105972024
976	0.02105429724
977	0.02104579839
978	0.02104002851
979	0.02103117177
980	0.02102470635
981	0.02101776269
982	0.021012462
983	0.02100253856
984	0.02099992069
985	0.02099368461
986	0.02098910084
987	0.02098355233
988	0.02098018044
989	0.02097192254
990	0.02096162466
991	0.02095439192
992	0.02094617982
993	0.02094194557
994	0.02093486016
995	0.02092757543
996	0.02092485167
997	0.02091740479
998	0.02090812239
999	0.02090413299
1000	0.02089957752
1001	0.02089141095
1002	0.02088472766
1003	0.0208766911
1004	0.02086667839
1005	0.02086361065
1006	0.02085391139
1007	0.02084931905
1008	0.02084085704
1009	0.02083427212
1010	0.02082586708
1011	0.02081878066
1012	0.02081336335
1013	0.02081097628
1014	0.02080737019
1015	0.02079739514
1016	0.02079005114
1017	0.02078037923
1018	0.02077495063
1019	0.02076964337
1020	0.02076586149
1021	0.0207604631
1022	0.02075369756
1023	0.02074809005
1024	0.02074293396
1025	0.0207375192
1026	0.02073327572
1027	0.02072839812
1028	0.02072461517
1029	0.02071819944
1030	0.0207097747
1031	0.02070458554
1032	0.0207011764
1033	0.02069554337
1034	0.02069085262
1035	0.02068523935
1036	0.02068058313
1037	0.02067700696
1038	0.0206724347
1039	0.02066507713
1040	0.02065731428
1041	0.02065328181
1042	0.02065109547
1043	0.02064688718
1044	0.02063712163
1045	0.02063276451
1046	0.02062944972
1047	0.02062355227
1048	0.02061916408
1049	0.02061054077
1050	0.0206056081
1051	0.02060105289
1052	0.02059021941
1053	0.02058290255
1054	0.02057632994
1055	0.02057037113
1056	0.02056502207
1057	0.02055538431
1058	0.0205477587
1059	0.02053539633
1060	0.02052647948
1061	0.02052290696
1062	0.02051748952
1063	0.02051100454
1064	0.02050608123
1065	0.020497389
1066	0.02049080037
1067	0.02048147085
1068	0.02047256402
1069	0.02046684826
1070	0.02046294525
1071	0.02045566568
1072	0.02044990823
1073	0.02044655305
1074	0.02043922024
1075	0.02043158391
1076	0.0204249018
1077	0.02042113986
1078	0.02041664238
1079	0.02040894768
1080	0.02040471222
1081	0.02039922323
1082	0.02039308752
1083	0.02039118525
1084	0.02038247479
1085	0.02037730585
1086	0.02037082411
1087	0.02036632905
1088	0.02035702436
1089	0.02035081891
1090	0.02034774689
1091	0.02034134256
1092	0.02033660863
1093	0.02032970641
1094	0.02032312628
1095	0.02031888065
1096	0.02031093572
1097	0.02030626705
1098	0.02030141684
1099	0.02029683288
1100	0.02029118422
1101	0.0202846504
1102	0.02027612428
1103	0.02027280363
1104	0.02026851846
1105	0.02026600176
1106	0.02026153756
1107	0.0202578819
1108	0.02025393299
1109	0.02024824687
1110	0.02024109178
1111	0.02023142841
1112	0.02022878116
1113	0.02021745909
1114	0.02021200522
1115	0.02020646259
1116	0.02019946674
1117	0.02019601138
1118	0.02019313541
1119	0.02018543683
1120	0.02018083739
1121	0.02017378852
1122	0.02016701349
1123	0.02015700955
1124	0.02015352402
1125	0.02014539792
1126	0.02014056217
1127	0.02013459522
1128	0.02012892496
1129	0.02012525359
1130	0.02011861529
1131	0.020113969
1132	0.02010932444
1133	0.02010401789
1134	0.02009933406
1135	0.02009617292
1136	0.02009228012
1137	0.02008918246
1138	0.02008543218
1139	0.02008050453
1140	0.02007529463
1141	0.0200711762
1142	0.02006813715
1143	0.02006506002
1144	0.02006176074
1145	0.02005631962
1146	0.02005036356
1147	0.02004269031
1148	0.02004004527
1149	0.02003643789
1150	0.02003168509
1151	0.02002600401
1152	0.02001973945
1153	0.02001235217
1154	0.02000689885
1155	0.02000481145
1156	0.01999709228
1157	0.01998853021
1158	0.01998418639
1159	0.01998055699
1160	0.01997655574
1161	0.01996994438
1162	0.01996253362
1163	0.01995583145
1164	0.0199511966
1165	0.01994562188
1166	0.01993892115
1167	0.0199345122
1168	0.01992768569
1169	0.01992174741
1170	0.0199143594
1171	0.01990778085
1172	0.01990204496
1173	0.01989542387
1174	0.0198885878
1175	0.0198852337
1176	0.01988056649
1177	0.01987425147
1178	0.01986930617
1179	0.01986410415
1180	0.01985779315
1181	0.01985022761
1182	0.01984418776
1183	0.01983676217
1184	0.01983385065
1185	0.01983014785
1186	0.01982667145
1187	0.01982235011
1188	0.01981938652
1189	0.01981286029
1190	0.01980592753
1191	0.01980236185
1192	0.01979776885
1193	0.0197929359
1194	0.01978795578
1195	0.01978322094
1196	0.0197794315
1197	0.01977418737
1198	0.01976866082
1199	0.01976358928
1200	0.0197607737
1201	0.01975768717
1202	0.01975427165
1203	0.0197509882
1204	0.01974527843
1205	0.01974154271
1206	0.01973565082
1207	0.019731885
1208	0.0197297288
1209	0.0197245119
1210	0.01971966135
1211	0.01971528706
1212	0.0197120419
1213	0.01970719947
1214	0.01970261187
1215	0.01969939308
1216	0.01969599642
1217	0.01969238591
1218	0.01968457521
1219	0.01967749076
1220	0.01967258531
1221	0.01966765221
1222	0.01966316847
1223	0.01965732149
1224	0.019653294
1225	0.01964982675
1226	0.01964615317
1227	0.01964325045
1228	0.0196374167
1229	0.01963263307
1230	0.01962872067
1231	0.01962514544
1232	0.01962148566
1233	0.01961721543
1234	0.01961427564
1235	0.01960355978
1236	0.01959877977
1237	0.0195915988
1238	0.01958643262
1239	0.01958217417
1240	0.01957674092
1241	0.01957542256
1242	0.01957031988
1243	0.01956522122
1244	0.01956043523
1245	0.01955532175
1246	0.01955084863
1247	0.01954814945
1248	0.01954350703
1249	0.01953907298
1250	0.0195361803
1251	0.0195325643
1252	0.01952709045
1253	0.01952278664
1254	0.01951790263
1255	0.01951304017
1256	0.01950623653
1257	0.01950310183
1258	0.01949914832
1259	0.01949480406
1260	0.01948893948
1261	0.01948242182
1262	0.01947538996
1263	0.01947153929
1264	0.01946981155
1265	0.01946614953
1266	0.01946066442
1267	0.01945621752
1268	0.01945393078
1269	0.01944746985
1270	0.01944107078
1271	0.01943901099
1272	0.01943438128
1273	0.01942886087
1274	0.01942280876
1275	0.01941725018
1276	0.01941139393
1277	0.01940705219
1278	0.01940277662
1279	0.01939692899
1280	0.019393553
1281	0.01938998508
1282	0.01938524608
1283	0.01937994673
1284	0.01937479888
1285	0.01937123171
1286	0.01936825912
1287	0.01936667515
1288	0.01936235431
1289	0.0193562663
1290	0.01935225138
1291	0.01934775135
1292	0.01934489756
1293	0.01934193063
1294	0.01933625842
1295	0.01933023507
1296	0.01932715998
1297	0.01932175377
1298	0.01931588311
1299	0.01931202451
1300	0.01930987274
1301	0.01930686826
1302	0.01930150826
1303	0.01929603247
1304	0.01929243668
1305	0.01928743992
1306	0.01928155856
1307	0.01927838034
1308	0.01927297131
1309	0.01926854863
1310	0.01926714408
1311	0.01926490605
1312	0.01925633939
1313	0.01925328001
